MOLECULE,Act,D_61,D_63,D_65,D_66,D_70,D_71,D_209,D_210,D_211,D_214,D_215,D_381,D_382,D_383,D_384,D_385,D_386,D_387,D_388,D_390,D_391,D_392,D_393,D_394,D_508,D_509,D_513,D_515,D_717,D_720,D_837,D_839,D_840,D_902,D_980,D_981,D_982,D_983,D_984,D_985,D_986,D_987,D_988,D_989,D_990,D_991,D_992,D_993,D_1065,D_1066,D_1067,D_1104,D_1105,D_1106,D_1107,D_1111,D_1112,D_1113,D_1114,D_1115,D_1116,D_1174,D_1175,D_1176,D_1177,D_1214,D_1215,D_1216,D_1218,D_1219,D_1220,D_1221,D_1222,D_1223,D_1224,D_1225,D_1570,D_1580,D_1581,D_1658,D_1667,D_1668,D_1669,D_1670,D_1737,D_1739,D_1746,D_1747,D_1748,D_1749,D_2393,D_2394,D_2395,D_2396,D_2398,D_2399,D_2400,D_2401,D_2402,D_2403,D_2466,D_2467,D_2468,D_2469,D_2470,D_2471,D_2472,D_2473,D_2474,D_2475,D_2476,D_2477,D_2478,D_2479,D_2512,D_2513,D_2514,D_2515,D_2516,D_2517,D_2518,D_2519,D_2520,D_2521,D_2522,D_2650,D_2651,D_2652,D_2653,D_2654,D_2655,D_2657,D_2658,D_2659,D_2660,D_2693,D_2694,D_2695,D_2696,D_2697,D_2698,D_2699,D_2700,D_2701,D_2702,D_2703,D_2704,D_2705,D_2738,D_2740,D_2741,D_2742,D_2743,D_2744,D_2745,D_2746,D_2747,D_2884,D_2910,D_2921,D_2922,D_2923,D_3008,D_3009,D_3010,D_3011,D_4248,D_4249,D_4545,D_4751,D_4752,D_4753,D_4754,D_4755,D_4756,D_4758,D_4759,D_4760,D_4761,D_4762,D_4820,D_4821,D_4822,D_4823,D_4824,D_4825,D_4849,D_4850,D_4851,D_4852,D_4855,D_4856,D_4857,D_4858,D_4859,D_4860,D_4861,D_4906,D_4907,D_4908,D_4909,D_4933,D_4934,D_4935,D_4936,D_4937,D_4938,D_4939,D_4940,D_4941,D_4942,D_4943,D_4944,D_4945,D_4993,D_4996,D_5002,D_5019,D_5021,D_5030,D_5132,D_5135,D_5158,D_5161,D_5163,D_5166,D_5167,D_5422,D_5425,D_5426,D_5428,D_5490,D_5522,D_5523,D_5526,D_5532,D_5572,D_5604,D_5605,D_5606,D_5607,D_5609,D_5610,D_5611,D_5613,D_5614,D_5668,D_5692,D_5820,D_5821,D_5824,D_5827,D_5828,D_5861,D_5862,D_5865,D_7118,D_7119,D_7122,D_7123,D_7236,D_7342,D_7450,D_7609,D_7610,D_7612,D_7657,D_7836,D_7839,D_7841,D_7848,D_7849,D_7960,D_7961,D_7962,D_7963,D_7964,D_8013,D_8053,D_8055,D_8056,D_8057,D_8058,D_8059,D_8060,D_8061,D_8062,D_8130,D_8131,D_8270,D_8303,D_8304,D_8310,D_8311,D_8312,D_8313,D_8314,D_8451,D_8482,D_9209,D_9260,D_9263,D_9264,D_9291,D_9294,D_9298,D_9299,D_9300,D_9301,D_9350,D_9353,D_9355,D_9379,D_9380,D_9381,D_9383,D_9384,D_9385,D_9386,D_9387,D_9389,D_9390,D_9590,D_9597,D_9598,D_9600,D_9624,D_9625,D_9699
ACT10_M_29756,8.0901,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,3,6,4,0,2,4,2,0,0,6,6,0,0,0,0,0,0,0,0,2,3,3,1,1,2,0,1,2,2,2,3,2,0,3,1,1,6,12,10,6,0,1,4,5,2,0,0,0,0,0,5,3,2,3,1,1,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,4,0,1,8,9,12,12,10,8,8,6,6,8,6,6,2,6,2,6,0,0,0,0,0,0,4,0,15,16,13,10,7,5,5,5,2,2,6,4,8,7,6,6,6,4,4,6,5,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,2,1,0,0,0,0,1,2,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,2,0,0,0,1,0,0,2,1,0,0,1,2,1,0,1,1,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_29757,7.4424,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,0,2,1,0,6,6,0,5,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,2,3,2,10,16,11,7,6,6,7,7,4,3,0,0,0,0,4,3,4,2,2,2,1,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0,1,5,16,14,16,12,7,6,11,5,6,8,5,5,5,1,0,0,0,2,3,0,0,4,0,28,27,27,24,18,15,19,21,18,12,5,14,13,11,8,4,4,7,5,6,6,4,5,1,0,0,1,1,0,0,1,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_29758,5.2067,0,0,0,1,1,0,0,0,0,1,0,1,3,2,3,4,5,3,1,1,1,2,1,0,4,4,0,2,1,0,1,1,1,0,1,3,3,4,3,3,1,3,1,1,2,3,1,1,2,0,0,7,14,12,11,4,4,5,6,4,1,1,2,2,1,6,6,6,2,4,2,3,5,4,3,2,0,0,0,1,0,1,1,0,1,2,1,1,1,1,1,0,0,1,0,0,0,0,2,0,2,4,8,15,11,9,8,5,6,3,3,7,6,4,4,1,1,2,0,0,0,0,0,3,2,20,25,27,26,21,17,16,14,13,12,3,9,15,11,12,9,5,6,5,5,7,5,3,1,1,0,0,0,0,0,1,1,0,0,0,3,3,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_29759,5.2067,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,0,1,2,1,6,6,2,4,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,3,2,2,8,17,15,11,4,8,8,7,5,3,0,0,0,0,5,4,4,2,2,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1,5,7,11,11,10,6,5,5,5,6,6,7,5,5,0,4,0,3,0,2,0,0,3,0,17,19,17,14,11,10,9,9,7,5,6,7,10,9,9,7,6,6,6,7,7,6,5,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_29762,6.5364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,0,0,0,1,6,6,4,2,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,3,6,2,10,16,11,9,6,7,4,3,6,7,0,0,0,0,4,3,5,2,3,2,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,1,3,10,11,13,14,5,5,4,6,7,7,2,6,5,2,2,1,1,3,0,0,0,3,0,20,22,20,13,11,13,12,9,10,9,4,12,12,11,10,6,6,7,7,6,7,5,6,2,1,1,1,0,0,0,1,0,1,2,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_29764,6.4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,0,1,0,0,1,1,5,5,8,13,11,11,5,2,4,7,4,4,0,0,0,0,5,5,7,3,5,2,1,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,4,13,16,11,12,9,9,10,5,6,9,4,4,5,0,0,3,0,0,0,0,0,3,0,22,24,24,22,14,12,17,18,15,11,2,8,8,7,9,6,6,7,4,4,5,2,2,0,1,0,0,0,0,0,1,0,1,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,2,1,2,1,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_29896,7.6184,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,3,1,0,0,0,0,0,5,9,5,1,0,0,0,0,0,0,0,1,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,10,16,17,18,9,3,0,0,0,0,0,0,0,0,6,9,10,6,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,6,8,9,8,4,1,0,0,0,0,0,2,1,3,1,3,0,0,0,0,0,0,24,27,25,22,21,17,1,0,0,0,7,14,21,20,18,15,8,2,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_29959,4.8852,0,4,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,2,2,0,0,0,0,0,0,0,0,0,5,5,4,2,2,3,0,1,8,4,6,4,2,0,0,0,0,0,0,0,0,0,0,2,4,4,4,0,0,0,0,0,0,4,4,2,2,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,4,6,8,10,6,2,0,0,0,0,0,0,3,2,4,8,2,2,0,0,0,0,0,15,13,10,12,8,2,0,0,0,0,7,18,20,16,16,10,4,0,0,0,0,0,0,5,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,2,4,0,0,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_30004,4.8852,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,1,0,0,0,1,2,1,0,0,4,3,1,0,4,4,3,0,0,2,0,2,1,0,0,0,0,1,0,1,1,0,6,4,6,10,6,9,4,8,6,6,9,6,6,3,2,2,1,1,5,2,1,0,3,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,9,11,12,8,3,3,3,3,4,5,7,2,1,1,0,0,0,0,0,2,1,1,55,58,51,37,53,63,38,30,38,31,5,12,18,16,15,12,6,5,6,8,10,10,11,2,0,0,0,0,0,1,1,1,0,0,6,6,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,4,2,1,2,2,0,1,1,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_30112,7.1994,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,5,0,0,0,0,0,5,10,11,16,0,0,5,6,4,1,0,2,1,1,2,0,2,2,1,2,1,0,0,0,1,2,1,15,23,17,17,23,23,9,15,19,9,3,4,4,4,6,7,10,10,8,7,8,6,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,2,9,11,13,14,17,19,16,11,10,6,6,6,7,5,2,6,5,2,4,3,3,3,2,0,31,30,29,32,39,42,40,33,23,13,11,19,17,17,19,22,23,21,20,15,11,7,7,2,4,2,3,2,2,2,1,0,0,4,10,3,2,5,7,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,1,0,0,0,0,0,1,0,0,0,1,3,2,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,2,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0,2,4,1,0,1,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_30218,3.8232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,2,0,4,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,13,10,10,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_30352,6.1476,2,0,0,0,0,0,2,1,1,0,0,0,1,1,1,8,9,5,6,2,4,2,0,0,8,6,4,4,0,0,0,0,0,0,1,4,3,3,7,2,3,4,2,2,2,0,0,0,2,3,2,14,21,10,14,16,9,5,9,6,2,0,0,0,0,5,5,9,4,7,7,2,3,3,1,1,0,0,0,2,0,2,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,40,40,38,32,28,21,18,12,6,6,16,15,14,14,12,12,9,8,5,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,2,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_30385,6.3361,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,5,8,6,2,4,4,0,0,0,0,6,0,4,0,0,0,0,0,0,0,3,4,3,5,4,2,1,3,2,1,0,2,0,2,3,0,12,13,4,11,13,2,4,6,2,4,0,0,0,0,3,4,8,3,7,4,1,5,2,0,2,0,2,0,4,0,0,0,4,2,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41,44,39,33,27,20,19,13,10,6,16,16,16,13,10,10,9,7,5,4,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,1,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1
ACT10_M_30486,6.1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,13,10,9,2,1,0,0,0,0,0,0,0,0,5,6,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,5,7,6,5,4,4,2,2,2,0,0,0,2,2,0,0,0,0,1,2,1,0,0,24,24,19,15,14,13,2,0,0,0,5,12,14,12,10,9,8,5,3,2,0,0,0,2,0,0,0,1,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_30489,6.5838,0,0,0,0,0,0,3,1,1,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,6,5,4,8,8,1,3,1,2,0,0,0,0,0,0,0,0,1,1,3,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,10,12,14,8,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,37,42,44,37,23,13,1,0,0,0,2,5,6,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_30491,8.2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,8,8,1,3,2,4,3,0,0,0,1,3,1,0,1,1,3,1,1,2,3,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,5,12,14,16,10,4,2,3,7,6,7,1,0,3,0,0,0,0,0,0,3,0,0,0,36,44,44,39,29,22,15,18,20,14,3,7,8,10,6,3,2,3,6,5,4,1,0,0,0,0,0,0,1,0,0,0,2,3,9,9,0,1,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_30602,6.5838,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,6,3,3,8,8,1,3,1,1,0,0,0,0,0,0,0,0,1,1,3,3,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,15,14,14,12,12,8,2,2,0,0,0,0,4,2,0,2,4,0,0,0,0,0,0,27,29,27,23,16,10,1,0,0,0,4,10,10,10,11,10,5,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT10_M_30607,6.2136,0,0,1,0,0,0,2,0,1,0,0,1,1,4,5,7,10,7,4,4,4,5,4,2,10,8,8,2,0,0,0,0,0,0,1,4,6,4,5,6,4,4,4,4,3,2,1,0,2,3,2,14,22,14,14,13,11,10,10,8,6,0,0,0,0,6,6,9,5,7,8,4,4,3,2,2,0,1,0,2,0,2,1,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,4,8,10,8,8,6,4,4,4,2,0,2,0,2,4,0,2,0,0,0,0,0,41,46,45,41,39,35,24,22,21,17,8,16,16,20,18,17,16,11,9,11,9,4,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,1,0,2,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
